epoch,categorical_accuracy,loss,lr,val_1-shot_5-way_acc,val_loss
1,0.04040000000000001,61.9911547550312,0.001,0.228,6.603331770598974
2,0.039900000000000005,6.991997116742642,0.001,0.278,3.0135948718460295
